DATA_VENDA;COD_VENDA;COD_PRODUTO;COD_VENDEDOR
09/07/2022;AF26066;2;l2
09/07/2022;AF26067;3;l1
09/07/2022;AF26068;6;l3
09/07/2022;AF26069;3;l3
09/07/2022;AF26070;6;l1
09/07/2022;AF26071;6;l3
09/07/2022;AF26072;3;l2
09/07/2022;AF26073;6;l2
09/07/2022;AF26074;3;l1
09/07/2022;AF26075;5;l1
09/07/2022;AF26076;4;l3
09/07/2022;AF26077;4;l3
09/07/2022;AF26078;1;l3
09/07/2022;AF26079;2;l3
09/07/2022;AF26080;7;l1
09/07/2022;AF26081;3;l3
09/07/2022;AF26082;9;l1
09/07/2022;AF26083;7;l4
09/07/2022;AF26084;7;l1
09/07/2022;AF26085;4;l2
09/07/2022;AF26086;9;l2
09/07/2022;AF26087;7;l2
09/07/2022;AF26088;3;l4
09/07/2022;AF26089;3;l3
09/07/2022;AF26090;3;l2
09/07/2022;AF26091;5;l2
09/07/2022;AF26092;1;l3
09/07/2022;AF26093;4;l1
09/07/2022;AF26094;3;l4
09/07/2022;AF26095;7;l2
09/07/2022;AF26096;5;l3
09/07/2022;AF26097;5;l1
09/07/2022;AF26098;9;l1
09/07/2022;AF26099;3;l2
09/07/2022;AF26100;4;l4
09/07/2022;AF26101;5;l1
09/07/2022;AF26102;6;l4
09/07/2022;AF26103;9;l4
09/07/2022;AF26104;1;l4
09/07/2022;AF26105;9;l3
09/07/2022;AF26106;3;l2
09/07/2022;AF26107;5;l2
09/07/2022;AF26108;6;l2
09/07/2022;AF26109;1;l1
09/07/2022;AF26110;2;l4
09/07/2022;AF26111;6;l3
09/07/2022;AF26112;3;l2
09/07/2022;AF26113;9;l1
09/07/2022;AF26114;9;l1
09/07/2022;AF26115;2;l2
09/07/2022;AF26116;2;l2
09/07/2022;AF26117;3;l2
09/07/2022;AF26118;6;l1
09/07/2022;AF26119;2;l4
09/07/2022;AF26120;9;l4
09/07/2022;AF26121;6;l2
09/07/2022;AF26122;3;l2
09/07/2022;AF26123;5;l1
09/07/2022;AF26124;5;l3
09/07/2022;AF26125;5;l3
09/07/2022;AF26126;3;l2
09/07/2022;AF26127;2;l3
09/07/2022;AF26128;1;l3
09/07/2022;AF26129;2;l1
09/07/2022;AF26130;2;l3
09/07/2022;AF26131;6;l1
09/07/2022;AF26132;2;l3
09/07/2022;AF26133;2;l1
09/07/2022;AF26134;4;l1
09/07/2022;AF26135;3;l2
09/07/2022;AF26136;5;l2
09/07/2022;AF26137;1;l3
09/07/2022;AF26138;1;l3
09/07/2022;AF26139;5;l1
09/07/2022;AF26140;6;l1
09/07/2022;AF26141;7;l1
09/07/2022;AF26142;3;l2
09/07/2022;AF26143;3;l3
09/07/2022;AF26144;2;l1
09/07/2022;AF26145;6;l3
09/07/2022;AF26146;2;l3
09/07/2022;AF26147;2;l3
09/07/2022;AF26148;3;l4
09/07/2022;AF26149;3;l2
09/07/2022;AF26150;9;l3
09/07/2022;AF26151;1;l1
09/07/2022;AF26152;1;l2
09/07/2022;AF26153;2;l1
09/07/2022;AF26154;3;l2
09/07/2022;AF26155;3;l3
09/07/2022;AF26156;3;l1
09/07/2022;AF26157;6;l2
09/07/2022;AF26158;9;l3
09/07/2022;AF26159;3;l1
09/07/2022;AF26160;2;l1
09/07/2022;AF26161;2;l4
09/07/2022;AF26162;9;l4
09/07/2022;AF26163;5;l1
09/07/2022;AF26164;4;l2
09/07/2022;AF26165;2;l1
09/07/2022;AF26166;7;l3
09/07/2022;AF26167;9;l1
09/07/2022;AF26168;2;l1
09/07/2022;AF26169;5;l3
09/07/2022;AF26170;3;l3
09/07/2022;AF26171;5;l1
09/07/2022;AF26172;1;l2
09/07/2022;AF26173;4;l2
09/07/2022;AF26174;3;l1
09/07/2022;AF26175;7;l3
09/07/2022;AF26176;2;l1
09/07/2022;AF26177;3;l1
09/07/2022;AF26178;5;l3
09/07/2022;AF26179;3;l3
09/07/2022;AF26180;6;l2
09/07/2022;AF26181;4;l2
09/07/2022;AF26182;5;l1
09/07/2022;AF26183;9;l3
09/07/2022;AF26184;3;l2
09/07/2022;AF26185;2;l3
09/07/2022;AF26186;9;l4
09/07/2022;AF26187;6;l3
09/07/2022;AF26188;1;l2
09/07/2022;AF26189;4;l3
09/07/2022;AF26190;1;l1
09/07/2022;AF26191;5;l2
09/07/2022;AF26192;3;l1
09/07/2022;AF26193;4;l1
09/07/2022;AF26194;7;l3
09/07/2022;AF26195;5;l3
10/07/2022;AF26196;9;l3
10/07/2022;AF26197;1;l2
10/07/2022;AF26198;5;l1
10/07/2022;AF26199;7;l1
10/07/2022;AF26200;2;l2
10/07/2022;AF26201;3;l3
10/07/2022;AF26202;9;l2
10/07/2022;AF26203;6;l3
10/07/2022;AF26204;2;l1
10/07/2022;AF26205;5;l1
10/07/2022;AF26206;5;l3
10/07/2022;AF26207;7;l1
10/07/2022;AF26208;7;l2
10/07/2022;AF26209;2;l2
10/07/2022;AF26210;3;l2
10/07/2022;AF26211;6;l1
10/07/2022;AF26212;7;l1
10/07/2022;AF26213;9;l1
10/07/2022;AF26214;3;l1
10/07/2022;AF26215;3;l3
10/07/2022;AF26216;2;l3
10/07/2022;AF26217;7;l3
10/07/2022;AF26218;5;l1
10/07/2022;AF26219;1;l2
10/07/2022;AF26220;2;l1
10/07/2022;AF26221;3;l3
10/07/2022;AF26222;7;l2
10/07/2022;AF26223;4;l2
10/07/2022;AF26224;9;l1
10/07/2022;AF26225;3;l3
10/07/2022;AF26226;9;l3
10/07/2022;AF26227;2;l1
10/07/2022;AF26228;9;l2
10/07/2022;AF26229;3;l2
10/07/2022;AF26230;2;l3
10/07/2022;AF26231;3;l1
10/07/2022;AF26232;3;l4
10/07/2022;AF26233;7;l3
10/07/2022;AF26234;3;l1
10/07/2022;AF26235;1;l2
10/07/2022;AF26236;2;l3
10/07/2022;AF26237;4;l1
10/07/2022;AF26238;9;l4
10/07/2022;AF26239;2;l4
10/07/2022;AF26240;4;l3
10/07/2022;AF26241;2;l1
10/07/2022;AF26242;6;l1
10/07/2022;AF26243;4;l2
10/07/2022;AF26244;5;l3
10/07/2022;AF26245;1;l3
10/07/2022;AF26246;3;l2
10/07/2022;AF26247;2;l3
10/07/2022;AF26248;7;l1
10/07/2022;AF26249;3;l3
10/07/2022;AF26250;1;l2
10/07/2022;AF26251;2;l2
10/07/2022;AF26252;7;l2
10/07/2022;AF26253;3;l4
10/07/2022;AF26254;3;l3
10/07/2022;AF26255;3;l1
10/07/2022;AF26256;3;l4
10/07/2022;AF26257;3;l1
10/07/2022;AF26258;2;l1
10/07/2022;AF26259;1;l2
10/07/2022;AF26260;3;l4
10/07/2022;AF26261;4;l4
10/07/2022;AF26262;5;l2
10/07/2022;AF26263;4;l2
10/07/2022;AF26264;2;l3
10/07/2022;AF26265;1;l2
10/07/2022;AF26266;7;l2
10/07/2022;AF26267;2;l4
10/07/2022;AF26268;6;l2
10/07/2022;AF26269;3;l2
10/07/2022;AF26270;5;l1
10/07/2022;AF26271;1;l3
10/07/2022;AF26272;2;l1
10/07/2022;AF26273;5;l2
10/07/2022;AF26274;2;l2
10/07/2022;AF26275;1;l4
10/07/2022;AF26276;5;l2
10/07/2022;AF26277;2;l4
10/07/2022;AF26278;2;l1
10/07/2022;AF26279;6;l2
10/07/2022;AF26280;3;l3
10/07/2022;AF26281;1;l3
10/07/2022;AF26282;4;l1
10/07/2022;AF26283;2;l2
10/07/2022;AF26284;3;l3
10/07/2022;AF26285;3;l3
10/07/2022;AF26286;3;l1
10/07/2022;AF26287;7;l1
10/07/2022;AF26288;7;l2
10/07/2022;AF26289;5;l3
10/07/2022;AF26290;7;l2
10/07/2022;AF26291;7;l4
10/07/2022;AF26292;1;l1
10/07/2022;AF26293;5;l3
10/07/2022;AF26294;2;l1
10/07/2022;AF26295;6;l4
10/07/2022;AF26296;7;l1
10/07/2022;AF26297;6;l3
10/07/2022;AF26298;5;l4
10/07/2022;AF26299;6;l1
10/07/2022;AF26300;6;l2
10/07/2022;AF26301;9;l2
10/07/2022;AF26302;4;l1
10/07/2022;AF26303;2;l2
10/07/2022;AF26304;3;l2
10/07/2022;AF26305;3;l1
10/07/2022;AF26306;9;l1
10/07/2022;AF26307;4;l1
10/07/2022;AF26308;7;l2
10/07/2022;AF26309;5;l2
10/07/2022;AF26310;5;l1
10/07/2022;AF26311;2;l2
10/07/2022;AF26312;1;l3
10/07/2022;AF26313;2;l2
10/07/2022;AF26314;3;l3
10/07/2022;AF26315;3;l1
10/07/2022;AF26316;2;l1
10/07/2022;AF26317;2;l3
10/07/2022;AF26318;9;l1
10/07/2022;AF26319;2;l2
10/07/2022;AF26320;5;l1
10/07/2022;AF26321;1;l4
11/07/2022;AF26322;1;l3
11/07/2022;AF26323;6;l4
11/07/2022;AF26324;7;l4
11/07/2022;AF26325;6;l1
11/07/2022;AF26326;2;l2
11/07/2022;AF26327;4;l1
11/07/2022;AF26328;3;l1
11/07/2022;AF26329;9;l2
11/07/2022;AF26330;4;l3
11/07/2022;AF26331;2;l1
11/07/2022;AF26332;3;l1
11/07/2022;AF26333;9;l1
11/07/2022;AF26334;3;l1
11/07/2022;AF26335;2;l1
11/07/2022;AF26336;4;l3
11/07/2022;AF26337;5;l1
11/07/2022;AF26338;6;l2
11/07/2022;AF26339;2;l3
11/07/2022;AF26340;9;l2
11/07/2022;AF26341;5;l2
11/07/2022;AF26342;7;l1
11/07/2022;AF26343;3;l3
11/07/2022;AF26344;2;l1
11/07/2022;AF26345;2;l2
11/07/2022;AF26346;7;l2
11/07/2022;AF26347;3;l2
11/07/2022;AF26348;9;l4
11/07/2022;AF26349;2;l3
11/07/2022;AF26350;1;l1
11/07/2022;AF26351;6;l3
11/07/2022;AF26352;2;l3
11/07/2022;AF26353;2;l1
11/07/2022;AF26354;2;l1
11/07/2022;AF26355;3;l2
11/07/2022;AF26356;7;l2
11/07/2022;AF26357;2;l3
11/07/2022;AF26358;5;l4
11/07/2022;AF26359;4;l3
11/07/2022;AF26360;7;l3
11/07/2022;AF26361;5;l2
11/07/2022;AF26362;3;l1
11/07/2022;AF26363;2;l3
11/07/2022;AF26364;2;l1
11/07/2022;AF26365;4;l2
11/07/2022;AF26366;5;l4
11/07/2022;AF26367;7;l2
11/07/2022;AF26368;2;l3
11/07/2022;AF26369;9;l2
11/07/2022;AF26370;7;l4
11/07/2022;AF26371;4;l3
11/07/2022;AF26372;4;l1
11/07/2022;AF26373;9;l4
11/07/2022;AF26374;7;l2
11/07/2022;AF26375;6;l3
11/07/2022;AF26376;9;l1
11/07/2022;AF26377;2;l1
11/07/2022;AF26378;3;l1
11/07/2022;AF26379;6;l4
11/07/2022;AF26380;9;l4
11/07/2022;AF26381;1;l2
11/07/2022;AF26382;2;l1
11/07/2022;AF26383;2;l2
11/07/2022;AF26384;5;l3
11/07/2022;AF26385;3;l3
11/07/2022;AF26386;6;l2
11/07/2022;AF26387;6;l4
11/07/2022;AF26388;7;l1
11/07/2022;AF26389;3;l3
11/07/2022;AF26390;9;l2
11/07/2022;AF26391;1;l3
11/07/2022;AF26392;3;l2
11/07/2022;AF26393;7;l3
11/07/2022;AF26394;6;l2
11/07/2022;AF26395;5;l1
11/07/2022;AF26396;9;l3
11/07/2022;AF26397;7;l2
11/07/2022;AF26398;2;l4
11/07/2022;AF26399;6;l2
11/07/2022;AF26400;2;l3
11/07/2022;AF26401;9;l2
11/07/2022;AF26402;3;l3
11/07/2022;AF26403;6;l1
11/07/2022;AF26404;9;l3
11/07/2022;AF26405;6;l1
11/07/2022;AF26406;5;l1
11/07/2022;AF26407;3;l2
11/07/2022;AF26408;5;l3
11/07/2022;AF26409;9;l3
11/07/2022;AF26410;2;l2
11/07/2022;AF26411;6;l3
11/07/2022;AF26412;7;l3
11/07/2022;AF26413;7;l2
11/07/2022;AF26414;9;l3
11/07/2022;AF26415;7;l1
11/07/2022;AF26416;5;l1
11/07/2022;AF26417;1;l3
11/07/2022;AF26418;7;l2
11/07/2022;AF26419;7;l1
11/07/2022;AF26420;1;l1
11/07/2022;AF26421;3;l1
11/07/2022;AF26422;1;l2
11/07/2022;AF26423;6;l3
11/07/2022;AF26424;4;l3
11/07/2022;AF26425;3;l1
11/07/2022;AF26426;3;l3
11/07/2022;AF26427;1;l1
11/07/2022;AF26428;6;l4
11/07/2022;AF26429;4;l3
11/07/2022;AF26430;2;l1
11/07/2022;AF26431;6;l2
11/07/2022;AF26432;9;l3
11/07/2022;AF26433;4;l3
11/07/2022;AF26434;3;l1
11/07/2022;AF26435;6;l1
11/07/2022;AF26436;1;l1
11/07/2022;AF26437;1;l1
11/07/2022;AF26438;4;l2
11/07/2022;AF26439;1;l3
11/07/2022;AF26440;1;l2
11/07/2022;AF26441;2;l1
11/07/2022;AF26442;6;l1
11/07/2022;AF26443;1;l2
11/07/2022;AF26444;1;l4
11/07/2022;AF26445;4;l3
11/07/2022;AF26446;1;l2
11/07/2022;AF26447;1;l3
11/07/2022;AF26448;9;l1
11/07/2022;AF26449;1;l3
11/07/2022;AF26450;5;l3
11/07/2022;AF26451;7;l2
11/07/2022;AF26452;2;l3
11/07/2022;AF26453;3;l1
11/07/2022;AF26454;3;l1
11/07/2022;AF26455;1;l3
11/07/2022;AF26456;2;l2
11/07/2022;AF26457;6;l3
11/07/2022;AF26458;7;l2
11/07/2022;AF26459;1;l1
11/07/2022;AF26460;3;l1
11/07/2022;AF26461;3;l3
11/07/2022;AF26462;9;l4
12/07/2022;AF26463;6;l1
12/07/2022;AF26464;9;l1
12/07/2022;AF26465;1;l1
12/07/2022;AF26466;7;l2
12/07/2022;AF26467;2;l2
12/07/2022;AF26468;3;l1
12/07/2022;AF26469;2;l3
12/07/2022;AF26470;2;l3
12/07/2022;AF26471;7;l3
12/07/2022;AF26472;3;l2
12/07/2022;AF26473;1;l3
12/07/2022;AF26474;7;l4
12/07/2022;AF26475;2;l2
12/07/2022;AF26476;2;l2
12/07/2022;AF26477;3;l1
12/07/2022;AF26478;7;l2
12/07/2022;AF26479;3;l2
12/07/2022;AF26480;4;l2
12/07/2022;AF26481;3;l4
12/07/2022;AF26482;3;l3
12/07/2022;AF26483;6;l3
12/07/2022;AF26484;5;l1
12/07/2022;AF26485;9;l2
12/07/2022;AF26486;3;l3
12/07/2022;AF26487;3;l1
12/07/2022;AF26488;9;l2
12/07/2022;AF26489;3;l2
12/07/2022;AF26490;4;l2
12/07/2022;AF26491;6;l3
12/07/2022;AF26492;7;l2
12/07/2022;AF26493;5;l2
12/07/2022;AF26494;9;l3
12/07/2022;AF26495;5;l2
12/07/2022;AF26496;1;l3
12/07/2022;AF26497;1;l3
12/07/2022;AF26498;3;l3
12/07/2022;AF26499;6;l2
12/07/2022;AF26500;3;l1
12/07/2022;AF26501;5;l3
12/07/2022;AF26502;3;l2
12/07/2022;AF26503;2;l4
12/07/2022;AF26504;9;l1
12/07/2022;AF26505;9;l3
12/07/2022;AF26506;2;l1
12/07/2022;AF26507;4;l4
12/07/2022;AF26508;2;l3
12/07/2022;AF26509;6;l4
12/07/2022;AF26510;2;l1
12/07/2022;AF26511;1;l2
12/07/2022;AF26512;2;l2
12/07/2022;AF26513;3;l1
12/07/2022;AF26514;9;l3
12/07/2022;AF26515;9;l2
12/07/2022;AF26516;6;l2
12/07/2022;AF26517;5;l2
12/07/2022;AF26518;5;l3
12/07/2022;AF26519;1;l1
12/07/2022;AF26520;3;l4
12/07/2022;AF26521;7;l2
12/07/2022;AF26522;3;l1
12/07/2022;AF26523;2;l2
12/07/2022;AF26524;6;l1
12/07/2022;AF26525;2;l3
12/07/2022;AF26526;7;l4
12/07/2022;AF26527;3;l2
12/07/2022;AF26528;2;l2
12/07/2022;AF26529;6;l1
12/07/2022;AF26530;2;l1
12/07/2022;AF26531;3;l3
12/07/2022;AF26532;5;l2
12/07/2022;AF26533;2;l2
12/07/2022;AF26534;7;l3
12/07/2022;AF26535;3;l1
12/07/2022;AF26536;9;l1
12/07/2022;AF26537;3;l2
12/07/2022;AF26538;9;l1
12/07/2022;AF26539;7;l3
12/07/2022;AF26540;4;l2
12/07/2022;AF26541;6;l2
12/07/2022;AF26542;7;l2
12/07/2022;AF26543;1;l3
12/07/2022;AF26544;2;l2
12/07/2022;AF26545;2;l1
12/07/2022;AF26546;3;l1
12/07/2022;AF26547;5;l2
12/07/2022;AF26548;3;l2
12/07/2022;AF26549;6;l1
12/07/2022;AF26550;5;l3
12/07/2022;AF26551;3;l2
12/07/2022;AF26552;2;l2
12/07/2022;AF26553;2;l1
12/07/2022;AF26554;6;l1
12/07/2022;AF26555;9;l3
12/07/2022;AF26556;2;l2
12/07/2022;AF26557;3;l2
12/07/2022;AF26558;7;l1
12/07/2022;AF26559;5;l1
12/07/2022;AF26560;2;l4
12/07/2022;AF26561;4;l4
12/07/2022;AF26562;4;l2
12/07/2022;AF26563;5;l2
12/07/2022;AF26564;1;l1
12/07/2022;AF26565;4;l1
12/07/2022;AF26566;3;l2
12/07/2022;AF26567;1;l3
12/07/2022;AF26568;5;l3
12/07/2022;AF26569;3;l4
12/07/2022;AF26570;5;l3
12/07/2022;AF26571;4;l3
12/07/2022;AF26572;4;l2
12/07/2022;AF26573;3;l2
12/07/2022;AF26574;6;l3
12/07/2022;AF26575;5;l1
12/07/2022;AF26576;6;l3
12/07/2022;AF26577;4;l3
12/07/2022;AF26578;9;l2
12/07/2022;AF26579;7;l1
12/07/2022;AF26580;2;l1
12/07/2022;AF26581;7;l2
12/07/2022;AF26582;1;l4
12/07/2022;AF26583;3;l2
12/07/2022;AF26584;3;l1
12/07/2022;AF26585;3;l1
12/07/2022;AF26586;1;l2
12/07/2022;AF26587;9;l1
12/07/2022;AF26588;4;l2
12/07/2022;AF26589;7;l4
12/07/2022;AF26590;1;l2
12/07/2022;AF26591;9;l2
12/07/2022;AF26592;3;l3
12/07/2022;AF26593;6;l3
12/07/2022;AF26594;9;l4
12/07/2022;AF26595;6;l1
12/07/2022;AF26596;2;l1
12/07/2022;AF26597;9;l2
12/07/2022;AF26598;4;l4
13/07/2022;AF26599;5;l3
13/07/2022;AF26600;9;l3
13/07/2022;AF26601;7;l3
13/07/2022;AF26602;5;l3
13/07/2022;AF26603;5;l2
13/07/2022;AF26604;9;l1
13/07/2022;AF26605;7;l2
13/07/2022;AF26606;2;l1
13/07/2022;AF26607;3;l2
13/07/2022;AF26608;2;l2
13/07/2022;AF26609;2;l2
13/07/2022;AF26610;1;l1
13/07/2022;AF26611;5;l2
13/07/2022;AF26612;3;l3
13/07/2022;AF26613;3;l2
13/07/2022;AF26614;3;l3
13/07/2022;AF26615;2;l3
13/07/2022;AF26616;3;l3
13/07/2022;AF26617;5;l2
13/07/2022;AF26618;5;l2
13/07/2022;AF26619;7;l4
13/07/2022;AF26620;2;l3
13/07/2022;AF26621;3;l2
13/07/2022;AF26622;6;l3
13/07/2022;AF26623;4;l3
13/07/2022;AF26624;3;l1
13/07/2022;AF26625;5;l2
13/07/2022;AF26626;6;l4
13/07/2022;AF26627;2;l3
13/07/2022;AF26628;9;l3
13/07/2022;AF26629;6;l2
13/07/2022;AF26630;4;l3
13/07/2022;AF26631;3;l1
13/07/2022;AF26632;7;l2
13/07/2022;AF26633;3;l1
13/07/2022;AF26634;5;l1
13/07/2022;AF26635;2;l2
13/07/2022;AF26636;2;l2
13/07/2022;AF26637;9;l3
13/07/2022;AF26638;2;l1
13/07/2022;AF26639;2;l1
13/07/2022;AF26640;2;l4
13/07/2022;AF26641;5;l2
13/07/2022;AF26642;2;l2
13/07/2022;AF26643;2;l1
13/07/2022;AF26644;7;l1
13/07/2022;AF26645;7;l2
13/07/2022;AF26646;4;l2
13/07/2022;AF26647;5;l1
13/07/2022;AF26648;2;l2
13/07/2022;AF26649;1;l2
13/07/2022;AF26650;3;l2
13/07/2022;AF26651;5;l4
13/07/2022;AF26652;5;l2
13/07/2022;AF26653;6;l1
13/07/2022;AF26654;5;l1
13/07/2022;AF26655;6;l3
13/07/2022;AF26656;9;l3
13/07/2022;AF26657;2;l4
13/07/2022;AF26658;4;l1
13/07/2022;AF26659;6;l1
13/07/2022;AF26660;3;l2
13/07/2022;AF26661;1;l4
13/07/2022;AF26662;5;l1
13/07/2022;AF26663;9;l1
13/07/2022;AF26664;9;l3
13/07/2022;AF26665;9;l3
13/07/2022;AF26666;3;l1
13/07/2022;AF26667;2;l1
13/07/2022;AF26668;2;l2
13/07/2022;AF26669;1;l2
13/07/2022;AF26670;6;l2
13/07/2022;AF26671;5;l3
13/07/2022;AF26672;3;l3
13/07/2022;AF26673;9;l3
13/07/2022;AF26674;1;l2
13/07/2022;AF26675;3;l2
13/07/2022;AF26676;5;l3
13/07/2022;AF26677;2;l2
13/07/2022;AF26678;1;l2
13/07/2022;AF26679;5;l4
13/07/2022;AF26680;2;l1
13/07/2022;AF26681;7;l3
13/07/2022;AF26682;5;l1
13/07/2022;AF26683;5;l3
13/07/2022;AF26684;2;l3
13/07/2022;AF26685;4;l3
13/07/2022;AF26686;4;l2
13/07/2022;AF26687;1;l2
13/07/2022;AF26688;5;l1
13/07/2022;AF26689;9;l4
13/07/2022;AF26690;5;l3
13/07/2022;AF26691;9;l4
13/07/2022;AF26692;3;l1
13/07/2022;AF26693;2;l1
13/07/2022;AF26694;4;l2
13/07/2022;AF26695;4;l3
13/07/2022;AF26696;5;l3
13/07/2022;AF26697;2;l3
13/07/2022;AF26698;7;l3
13/07/2022;AF26699;4;l3
13/07/2022;AF26700;5;l3
13/07/2022;AF26701;5;l3
13/07/2022;AF26702;2;l3
13/07/2022;AF26703;1;l1
13/07/2022;AF26704;3;l1
13/07/2022;AF26705;2;l2
13/07/2022;AF26706;2;l3
13/07/2022;AF26707;4;l3
13/07/2022;AF26708;6;l2
13/07/2022;AF26709;1;l2
13/07/2022;AF26710;3;l3
13/07/2022;AF26711;4;l2
13/07/2022;AF26712;4;l3
13/07/2022;AF26713;3;l2
13/07/2022;AF26714;3;l2
13/07/2022;AF26715;6;l3
13/07/2022;AF26716;1;l2
13/07/2022;AF26717;1;l2
13/07/2022;AF26718;2;l1
13/07/2022;AF26719;5;l3
13/07/2022;AF26720;3;l3
13/07/2022;AF26721;1;l3
13/07/2022;AF26722;6;l3
13/07/2022;AF26723;5;l1
13/07/2022;AF26724;3;l1
13/07/2022;AF26725;3;l3
13/07/2022;AF26726;1;l3
13/07/2022;AF26727;3;l4
13/07/2022;AF26728;6;l2
13/07/2022;AF26729;3;l3
13/07/2022;AF26730;3;l2
13/07/2022;AF26731;9;l1
13/07/2022;AF26732;7;l3
13/07/2022;AF26733;4;l2
13/07/2022;AF26734;1;l3
13/07/2022;AF26735;1;l3
13/07/2022;AF26736;4;l2
13/07/2022;AF26737;9;l3
13/07/2022;AF26738;9;l3
13/07/2022;AF26739;2;l1
14/07/2022;AF26740;9;l2
14/07/2022;AF26741;7;l2
14/07/2022;AF26742;6;l4
14/07/2022;AF26743;6;l4
14/07/2022;AF26744;5;l3
14/07/2022;AF26745;6;l1
14/07/2022;AF26746;1;l1
14/07/2022;AF26747;6;l2
14/07/2022;AF26748;2;l1
14/07/2022;AF26749;1;l2
14/07/2022;AF26750;5;l3
14/07/2022;AF26751;9;l1
14/07/2022;AF26752;4;l2
14/07/2022;AF26753;9;l1
14/07/2022;AF26754;3;l3
14/07/2022;AF26755;2;l1
14/07/2022;AF26756;6;l1
14/07/2022;AF26757;2;l4
14/07/2022;AF26758;2;l1
14/07/2022;AF26759;7;l3
14/07/2022;AF26760;6;l3
14/07/2022;AF26761;9;l2
14/07/2022;AF26762;3;l3
14/07/2022;AF26763;7;l3
14/07/2022;AF26764;5;l2
14/07/2022;AF26765;9;l1
14/07/2022;AF26766;1;l1
14/07/2022;AF26767;2;l4
14/07/2022;AF26768;2;l2
14/07/2022;AF26769;3;l2
14/07/2022;AF26770;3;l1
14/07/2022;AF26771;2;l1
14/07/2022;AF26772;2;l3
14/07/2022;AF26773;4;l3
14/07/2022;AF26774;3;l3
14/07/2022;AF26775;5;l2
14/07/2022;AF26776;3;l3
14/07/2022;AF26777;6;l2
14/07/2022;AF26778;7;l1
14/07/2022;AF26779;3;l3
14/07/2022;AF26780;2;l4
14/07/2022;AF26781;4;l3
14/07/2022;AF26782;9;l3
14/07/2022;AF26783;9;l3
14/07/2022;AF26784;2;l1
14/07/2022;AF26785;7;l1
14/07/2022;AF26786;1;l1
14/07/2022;AF26787;9;l1
14/07/2022;AF26788;6;l1
14/07/2022;AF26789;5;l1
14/07/2022;AF26790;4;l2
14/07/2022;AF26791;2;l2
14/07/2022;AF26792;2;l1
14/07/2022;AF26793;1;l3
14/07/2022;AF26794;2;l1
14/07/2022;AF26795;5;l3
14/07/2022;AF26796;3;l3
14/07/2022;AF26797;4;l3
14/07/2022;AF26798;2;l2
14/07/2022;AF26799;6;l2
14/07/2022;AF26800;2;l2
14/07/2022;AF26801;6;l3
14/07/2022;AF26802;3;l2
14/07/2022;AF26803;5;l2
14/07/2022;AF26804;5;l4
14/07/2022;AF26805;2;l4
14/07/2022;AF26806;7;l3
14/07/2022;AF26807;1;l3
14/07/2022;AF26808;9;l3
14/07/2022;AF26809;4;l1
14/07/2022;AF26810;5;l1
14/07/2022;AF26811;4;l4
14/07/2022;AF26812;3;l1
14/07/2022;AF26813;3;l4
14/07/2022;AF26814;2;l3
14/07/2022;AF26815;6;l2
14/07/2022;AF26816;3;l1
14/07/2022;AF26817;4;l4
14/07/2022;AF26818;3;l2
14/07/2022;AF26819;2;l4
14/07/2022;AF26820;3;l2
14/07/2022;AF26821;6;l4
14/07/2022;AF26822;2;l3
14/07/2022;AF26823;3;l3
14/07/2022;AF26824;2;l1
14/07/2022;AF26825;4;l1
14/07/2022;AF26826;1;l2
14/07/2022;AF26827;7;l1
14/07/2022;AF26828;1;l3
14/07/2022;AF26829;7;l3
14/07/2022;AF26830;3;l1
14/07/2022;AF26831;3;l2
14/07/2022;AF26832;6;l2
14/07/2022;AF26833;5;l4
14/07/2022;AF26834;1;l1
14/07/2022;AF26835;9;l2
14/07/2022;AF26836;7;l2
14/07/2022;AF26837;5;l2
14/07/2022;AF26838;5;l1
14/07/2022;AF26839;9;l1
14/07/2022;AF26840;2;l2
14/07/2022;AF26841;1;l1
14/07/2022;AF26842;1;l1
14/07/2022;AF26843;6;l2
14/07/2022;AF26844;6;l3
14/07/2022;AF26845;3;l3
14/07/2022;AF26846;5;l2
14/07/2022;AF26847;9;l2
14/07/2022;AF26848;4;l2
14/07/2022;AF26849;2;l1
14/07/2022;AF26850;5;l2
14/07/2022;AF26851;5;l1
14/07/2022;AF26852;3;l3
14/07/2022;AF26853;5;l3
14/07/2022;AF26854;2;l2
14/07/2022;AF26855;6;l3
14/07/2022;AF26856;4;l3
14/07/2022;AF26857;5;l3
14/07/2022;AF26858;5;l1
14/07/2022;AF26859;3;l3
14/07/2022;AF26860;4;l3
14/07/2022;AF26861;2;l1
14/07/2022;AF26862;3;l2
14/07/2022;AF26863;3;l1
14/07/2022;AF26864;7;l1
14/07/2022;AF26865;3;l4
14/07/2022;AF26866;1;l4
14/07/2022;AF26867;3;l3
14/07/2022;AF26868;6;l3
14/07/2022;AF26869;6;l1
14/07/2022;AF26870;3;l1
14/07/2022;AF26871;7;l2
14/07/2022;AF26872;4;l2
14/07/2022;AF26873;2;l2
14/07/2022;AF26874;4;l2
14/07/2022;AF26875;9;l2
14/07/2022;AF26876;7;l3
14/07/2022;AF26877;2;l3
14/07/2022;AF26878;3;l4
14/07/2022;AF26879;1;l1
14/07/2022;AF26880;3;l4
14/07/2022;AF26881;3;l2
14/07/2022;AF26882;2;l4
14/07/2022;AF26883;7;l1
14/07/2022;AF26884;3;l1
14/07/2022;AF26885;3;l1
14/07/2022;AF26886;4;l3
