DATA_VENDA;COD_VENDA;COD_PRODUTO;COD_VENDEDOR;CIDADE_LOJA
03/07/2022;125237;1;500003;Belo Horizonte
03/07/2022;125238;5;500002;Rio de Janeiro
03/07/2022;125239;5;500010;Curitiba
03/07/2022;125240;4;500001;Curitiba
03/07/2022;125241;7;500004;Curitiba
03/07/2022;125242;3;500006;Rio de Janeiro
03/07/2022;125243;9;500002;Curitiba
03/07/2022;125244;7;500002;Rio de Janeiro
03/07/2022;125245;3;500007;Porto Alegre
03/07/2022;125246;5;500002;Curitiba
03/07/2022;125247;1;500003;Porto Alegre
03/07/2022;125248;1;500003;Rio de Janeiro
03/07/2022;125249;10;500006;Rio de Janeiro
03/07/2022;125250;6;500006;Belo Horizonte
03/07/2022;125251;10;500010;Rio de Janeiro
03/07/2022;125252;6;500001;Curitiba
03/07/2022;125253;2;500006;Porto Alegre
03/07/2022;125254;6;500005;Rio de Janeiro
03/07/2022;125255;9;500003;Porto Alegre
03/07/2022;125256;7;500003;Belo Horizonte
03/07/2022;125257;4;500006;Rio de Janeiro
03/07/2022;125258;8;500009;Porto Alegre
03/07/2022;125259;10;500002;Curitiba
03/07/2022;125260;5;500007;Belo Horizonte
03/07/2022;125261;4;500003;Porto Alegre
03/07/2022;125262;5;500007;Porto Alegre
03/07/2022;125263;9;500009;Curitiba
03/07/2022;125264;5;500005;Porto Alegre
03/07/2022;125265;3;500001;Rio de Janeiro
03/07/2022;125266;3;500004;Porto Alegre
03/07/2022;125267;8;500004;Curitiba
03/07/2022;125268;7;500009;Curitiba
03/07/2022;125269;5;500007;Belo Horizonte
03/07/2022;125270;1;500009;Porto Alegre
03/07/2022;125271;5;500006;Curitiba
03/07/2022;125272;9;500008;Rio de Janeiro
03/07/2022;125273;5;500002;Porto Alegre
03/07/2022;125274;7;500004;Porto Alegre
03/07/2022;125275;1;500007;Porto Alegre
03/07/2022;125276;2;500009;Belo Horizonte
03/07/2022;125277;9;500006;Rio de Janeiro
03/07/2022;125278;2;500002;Curitiba
03/07/2022;125279;7;500007;Rio de Janeiro
03/07/2022;125280;5;500007;Rio de Janeiro
03/07/2022;125281;3;500007;Curitiba
03/07/2022;125282;9;500001;Rio de Janeiro
03/07/2022;125283;9;500003;Porto Alegre
03/07/2022;125284;2;500008;Porto Alegre
03/07/2022;125285;2;500004;Belo Horizonte
03/07/2022;125286;7;500006;Rio de Janeiro
03/07/2022;125287;4;500009;Porto Alegre
03/07/2022;125288;3;500005;Porto Alegre
03/07/2022;125289;8;500010;Porto Alegre
03/07/2022;125290;2;500006;Porto Alegre
03/07/2022;125291;4;500010;Porto Alegre
03/07/2022;125292;2;500009;Rio de Janeiro
03/07/2022;125293;7;500003;Porto Alegre
03/07/2022;125294;3;500010;Porto Alegre
03/07/2022;125295;9;500006;Porto Alegre
03/07/2022;125296;1;500005;Porto Alegre
03/07/2022;125297;4;500009;Curitiba
03/07/2022;125298;1;500004;Rio de Janeiro
03/07/2022;125299;7;500003;Porto Alegre
03/07/2022;125300;2;500010;Rio de Janeiro
03/07/2022;125301;6;500004;Rio de Janeiro
03/07/2022;125302;10;500005;Rio de Janeiro
03/07/2022;125303;10;500008;Rio de Janeiro
03/07/2022;125304;5;500006;Porto Alegre
03/07/2022;125305;8;500003;Belo Horizonte
03/07/2022;125306;8;500002;Porto Alegre
03/07/2022;125307;3;500005;Porto Alegre
03/07/2022;125308;8;500002;Porto Alegre
03/07/2022;125309;1;500001;Belo Horizonte
03/07/2022;125310;9;500004;Curitiba
03/07/2022;125311;10;500009;Rio de Janeiro
03/07/2022;125312;9;500009;Belo Horizonte
03/07/2022;125313;7;500010;Belo Horizonte
03/07/2022;125314;9;500005;Belo Horizonte
03/07/2022;125315;2;500005;Belo Horizonte
03/07/2022;125316;2;500001;Rio de Janeiro
03/07/2022;125317;10;500007;Rio de Janeiro
03/07/2022;125318;3;500003;Belo Horizonte
03/07/2022;125319;1;500008;Porto Alegre
03/07/2022;125320;6;500008;Rio de Janeiro
03/07/2022;125321;4;500003;Porto Alegre
03/07/2022;125322;6;500003;Porto Alegre
03/07/2022;125323;5;500009;Curitiba
03/07/2022;125324;4;500001;Belo Horizonte
03/07/2022;125325;7;500009;Porto Alegre
03/07/2022;125326;10;500009;Rio de Janeiro
03/07/2022;125327;1;500008;Porto Alegre
03/07/2022;125328;1;500006;Porto Alegre
03/07/2022;125329;10;500005;Rio de Janeiro
03/07/2022;125330;2;500010;Curitiba
03/07/2022;125331;6;500006;Curitiba
03/07/2022;125332;6;500002;Curitiba
03/07/2022;125333;7;500005;Belo Horizonte
03/07/2022;125334;5;500003;Rio de Janeiro
03/07/2022;125335;8;500005;Curitiba
04/07/2022;125336;5;500002;Porto Alegre
04/07/2022;125337;1;500001;Porto Alegre
04/07/2022;125338;10;500007;Belo Horizonte
04/07/2022;125339;2;500010;Porto Alegre
04/07/2022;125340;9;500001;Curitiba
04/07/2022;125341;10;500001;Rio de Janeiro
04/07/2022;125342;8;500003;Rio de Janeiro
04/07/2022;125343;3;500001;Curitiba
04/07/2022;125344;4;500003;Porto Alegre
04/07/2022;125345;6;500003;Curitiba
04/07/2022;125346;7;500004;Curitiba
04/07/2022;125347;6;500005;Porto Alegre
04/07/2022;125348;4;500001;Porto Alegre
04/07/2022;125349;3;500002;Belo Horizonte
04/07/2022;125350;8;500005;Porto Alegre
04/07/2022;125351;5;500010;Curitiba
04/07/2022;125352;3;500007;Rio de Janeiro
04/07/2022;125353;8;500005;Porto Alegre
04/07/2022;125354;6;500010;Porto Alegre
04/07/2022;125355;7;500001;Rio de Janeiro
04/07/2022;125356;3;500002;Curitiba
04/07/2022;125357;3;500008;Porto Alegre
04/07/2022;125358;7;500005;Curitiba
04/07/2022;125359;7;500010;Rio de Janeiro
04/07/2022;125360;7;500005;Rio de Janeiro
04/07/2022;125361;9;500001;Belo Horizonte
04/07/2022;125362;10;500009;Belo Horizonte
04/07/2022;125363;6;500006;Belo Horizonte
04/07/2022;125364;10;500002;São Paulo
04/07/2022;125365;5;500002;São Paulo
04/07/2022;125366;9;500010;São Paulo
04/07/2022;125367;2;500004;São Paulo
04/07/2022;125368;3;500003;Rio de Janeiro
04/07/2022;125369;1;500001;São Paulo
04/07/2022;125370;5;500007;Porto Alegre
04/07/2022;125371;3;500003;Rio de Janeiro
04/07/2022;125372;8;500009;Belo Horizonte
04/07/2022;125373;5;500010;Belo Horizonte
04/07/2022;125374;3;500006;Porto Alegre
04/07/2022;125375;7;500010;Porto Alegre
04/07/2022;125376;8;500009;Belo Horizonte
04/07/2022;125377;7;500002;São Paulo
04/07/2022;125378;4;500009;São Paulo
04/07/2022;125379;7;500006;São Paulo
04/07/2022;125380;5;500003;São Paulo
04/07/2022;125381;5;500002;Porto Alegre
04/07/2022;125382;10;500004;Rio de Janeiro
04/07/2022;125383;5;500005;Rio de Janeiro
04/07/2022;125384;3;500006;São Paulo
04/07/2022;125385;2;500003;Porto Alegre
04/07/2022;125386;4;500003;Porto Alegre
04/07/2022;125387;8;500004;Porto Alegre
04/07/2022;125388;7;500010;Rio de Janeiro
04/07/2022;125389;1;500009;Rio de Janeiro
04/07/2022;125390;7;500009;Porto Alegre
04/07/2022;125391;3;500005;Porto Alegre
04/07/2022;125392;5;500006;Rio de Janeiro
04/07/2022;125393;3;500010;Porto Alegre
04/07/2022;125394;8;500009;São Paulo
04/07/2022;125395;9;500004;São Paulo
04/07/2022;125396;1;500002;Porto Alegre
04/07/2022;125397;7;500002;Porto Alegre
04/07/2022;125398;4;500008;São Paulo
04/07/2022;125399;2;500003;São Paulo
04/07/2022;125400;7;500005;Rio de Janeiro
04/07/2022;125401;2;500003;Rio de Janeiro
04/07/2022;125402;5;500009;Porto Alegre
04/07/2022;125403;10;500003;Belo Horizonte
04/07/2022;125404;6;500005;Belo Horizonte
04/07/2022;125405;4;500007;Belo Horizonte
04/07/2022;125406;6;500005;Belo Horizonte
04/07/2022;125407;10;500004;São Paulo
04/07/2022;125408;8;500001;São Paulo
04/07/2022;125409;5;500001;Belo Horizonte
04/07/2022;125410;5;500005;Belo Horizonte
04/07/2022;125411;9;500009;Rio de Janeiro
04/07/2022;125412;9;500009;Rio de Janeiro
04/07/2022;125413;10;500001;São Paulo
04/07/2022;125414;2;500010;Rio de Janeiro
04/07/2022;125415;3;500009;Belo Horizonte
04/07/2022;125416;2;500010;São Paulo
04/07/2022;125417;10;500007;Porto Alegre
04/07/2022;125418;5;500007;Belo Horizonte
04/07/2022;125419;6;500002;Belo Horizonte
04/07/2022;125420;10;500001;São Paulo
04/07/2022;125421;8;500001;Belo Horizonte
04/07/2022;125422;10;500005;Belo Horizonte
04/07/2022;125423;9;500004;Rio de Janeiro
04/07/2022;125424;4;500008;Belo Horizonte
04/07/2022;125425;6;500003;Belo Horizonte
04/07/2022;125426;6;500009;Porto Alegre
04/07/2022;125427;9;500001;Rio de Janeiro
04/07/2022;125428;2;500010;Rio de Janeiro
04/07/2022;125429;6;500002;São Paulo
04/07/2022;125430;1;500001;Porto Alegre
04/07/2022;125431;2;500001;Belo Horizonte
04/07/2022;125432;1;500009;Porto Alegre
04/07/2022;125433;8;500003;São Paulo
04/07/2022;125434;6;500010;Rio de Janeiro
04/07/2022;125435;2;500004;Porto Alegre
04/07/2022;125436;2;500006;Rio de Janeiro
04/07/2022;125437;8;500004;Belo Horizonte
04/07/2022;125438;9;500003;São Paulo
04/07/2022;125439;3;500006;São Paulo
04/07/2022;125440;3;500009;São Paulo
04/07/2022;125441;3;500007;São Paulo
04/07/2022;125442;5;500006;Rio de Janeiro
04/07/2022;125443;8;500002;Belo Horizonte
04/07/2022;125444;2;500007;Porto Alegre
04/07/2022;125445;7;500008;São Paulo
04/07/2022;125446;3;500001;São Paulo
04/07/2022;125447;6;500005;São Paulo
04/07/2022;125448;8;500004;Porto Alegre
04/07/2022;125449;9;500010;Porto Alegre
04/07/2022;125450;5;500005;São Paulo
04/07/2022;125451;2;500006;Belo Horizonte
04/07/2022;125452;3;500009;Rio de Janeiro
04/07/2022;125453;8;500002;Belo Horizonte
04/07/2022;125454;8;500003;Rio de Janeiro
04/07/2022;125455;4;500005;Porto Alegre
04/07/2022;125456;2;500009;Porto Alegre
04/07/2022;125457;1;500008;Belo Horizonte
04/07/2022;125458;3;500008;Belo Horizonte
04/07/2022;125459;2;500009;São Paulo
04/07/2022;125460;3;500007;Belo Horizonte
04/07/2022;125461;3;500009;Rio de Janeiro
04/07/2022;125462;10;500001;Belo Horizonte
04/07/2022;125463;2;500006;Belo Horizonte
04/07/2022;125464;10;500009;São Paulo
04/07/2022;125465;3;500001;Porto Alegre
04/07/2022;125466;8;500002;São Paulo
04/07/2022;125467;8;500010;Rio de Janeiro
04/07/2022;125468;9;500001;Belo Horizonte
04/07/2022;125469;4;500001;Belo Horizonte
04/07/2022;125470;3;500009;Belo Horizonte
04/07/2022;125471;2;500004;Porto Alegre
04/07/2022;125472;9;500004;São Paulo
04/07/2022;125473;10;500002;Belo Horizonte
04/07/2022;125474;9;500002;Rio de Janeiro
04/07/2022;125475;2;500003;Porto Alegre
04/07/2022;125476;5;500001;Belo Horizonte
04/07/2022;125477;8;500005;Porto Alegre
04/07/2022;125478;1;500008;Rio de Janeiro
04/07/2022;125479;2;500001;Porto Alegre
04/07/2022;125480;10;500009;São Paulo
04/07/2022;125481;7;500002;Rio de Janeiro
04/07/2022;125482;4;500002;São Paulo
04/07/2022;125483;3;500010;São Paulo
04/07/2022;125484;7;500006;Belo Horizonte
04/07/2022;125485;10;500001;São Paulo
04/07/2022;125486;7;500006;São Paulo
04/07/2022;125487;7;500004;Belo Horizonte
05/07/2022;125488;2;500010;São Paulo
05/07/2022;125489;10;500010;São Paulo
05/07/2022;125490;1;500003;Belo Horizonte
05/07/2022;125491;4;500004;Belo Horizonte
05/07/2022;125492;7;500006;Belo Horizonte
05/07/2022;125493;3;500009;Belo Horizonte
05/07/2022;125494;10;500005;Rio de Janeiro
05/07/2022;125495;1;500006;Belo Horizonte
05/07/2022;125496;10;500007;Belo Horizonte
05/07/2022;125497;10;500008;Rio de Janeiro
05/07/2022;125498;4;500007;Rio de Janeiro
05/07/2022;125499;2;500008;Belo Horizonte
05/07/2022;125500;2;500009;Rio de Janeiro
05/07/2022;125501;10;500010;Rio de Janeiro
05/07/2022;125502;8;500009;São Paulo
05/07/2022;125503;5;500010;Rio de Janeiro
05/07/2022;125504;10;500006;Belo Horizonte
05/07/2022;125505;1;500007;Porto Alegre
05/07/2022;125506;3;500009;Porto Alegre
05/07/2022;125507;10;500006;Belo Horizonte
05/07/2022;125508;7;500008;Porto Alegre
05/07/2022;125509;10;500008;Rio de Janeiro
05/07/2022;125510;2;500004;São Paulo
05/07/2022;125511;1;500003;Belo Horizonte
05/07/2022;125512;2;500001;Belo Horizonte
05/07/2022;125513;8;500004;Porto Alegre
05/07/2022;125514;5;500009;Porto Alegre
05/07/2022;125515;2;500010;São Paulo
05/07/2022;125516;9;500008;Porto Alegre
05/07/2022;125517;1;500001;Rio de Janeiro
05/07/2022;125518;8;500003;São Paulo
05/07/2022;125519;3;500009;Porto Alegre
05/07/2022;125520;10;500001;Rio de Janeiro
05/07/2022;125521;4;500003;Porto Alegre
05/07/2022;125522;7;500007;Rio de Janeiro
05/07/2022;125523;10;500002;Belo Horizonte
05/07/2022;125524;2;500002;São Paulo
05/07/2022;125525;8;500005;Porto Alegre
05/07/2022;125526;3;500002;Rio de Janeiro
05/07/2022;125527;3;500004;Rio de Janeiro
05/07/2022;125528;1;500004;Rio de Janeiro
05/07/2022;125529;8;500008;São Paulo
05/07/2022;125530;4;500001;São Paulo
05/07/2022;125531;2;500004;São Paulo
05/07/2022;125532;10;500009;São Paulo
05/07/2022;125533;4;500006;Belo Horizonte
05/07/2022;125534;6;500001;Belo Horizonte
05/07/2022;125535;8;500008;Belo Horizonte
05/07/2022;125536;6;500005;Belo Horizonte
05/07/2022;125537;9;500008;Rio de Janeiro
05/07/2022;125538;1;500001;Belo Horizonte
05/07/2022;125539;7;500005;São Paulo
05/07/2022;125540;7;500001;Rio de Janeiro
05/07/2022;125541;5;500008;Porto Alegre
05/07/2022;125542;9;500003;Rio de Janeiro
05/07/2022;125543;9;500003;Porto Alegre
05/07/2022;125544;5;500004;São Paulo
05/07/2022;125545;1;500009;Belo Horizonte
05/07/2022;125546;8;500007;Porto Alegre
05/07/2022;125547;4;500001;Rio de Janeiro
05/07/2022;125548;6;500003;Rio de Janeiro
05/07/2022;125549;3;500010;São Paulo
05/07/2022;125550;6;500004;Belo Horizonte
05/07/2022;125551;6;500007;São Paulo
05/07/2022;125552;1;500008;São Paulo
05/07/2022;125553;1;500010;Porto Alegre
05/07/2022;125554;4;500002;São Paulo
05/07/2022;125555;6;500009;São Paulo
05/07/2022;125556;5;500010;Rio de Janeiro
05/07/2022;125557;4;500002;Porto Alegre
05/07/2022;125558;6;500004;Rio de Janeiro
05/07/2022;125559;9;500009;Belo Horizonte
05/07/2022;125560;1;500005;Rio de Janeiro
05/07/2022;125561;7;500002;Belo Horizonte
05/07/2022;125562;3;500003;Rio de Janeiro
05/07/2022;125563;10;500009;Belo Horizonte
05/07/2022;125564;8;500006;Belo Horizonte
05/07/2022;125565;9;500001;Belo Horizonte
05/07/2022;125566;1;500001;Porto Alegre
05/07/2022;125567;8;500006;Belo Horizonte
05/07/2022;125568;10;500001;Rio de Janeiro
05/07/2022;125569;7;500004;São Paulo
05/07/2022;125570;4;500003;Belo Horizonte
05/07/2022;125571;7;500001;Porto Alegre
05/07/2022;125572;7;500009;São Paulo
05/07/2022;125573;3;500001;Belo Horizonte
05/07/2022;125574;9;500009;Belo Horizonte
05/07/2022;125575;3;500002;Belo Horizonte
05/07/2022;125576;7;500008;São Paulo
05/07/2022;125577;10;500008;São Paulo
05/07/2022;125578;2;500001;Belo Horizonte
05/07/2022;125579;1;500005;Rio de Janeiro
05/07/2022;125580;7;500003;São Paulo
05/07/2022;125581;2;500005;Belo Horizonte
05/07/2022;125582;7;500004;Belo Horizonte
05/07/2022;125583;1;500004;Rio de Janeiro
05/07/2022;125584;8;500002;São Paulo
05/07/2022;125585;7;500006;Rio de Janeiro
05/07/2022;125586;9;500004;São Paulo
05/07/2022;125587;4;500001;Rio de Janeiro
05/07/2022;125588;8;500004;Rio de Janeiro
05/07/2022;125589;7;500003;São Paulo
05/07/2022;125590;10;500005;Porto Alegre
05/07/2022;125591;2;500003;Rio de Janeiro
05/07/2022;125592;8;500006;São Paulo
05/07/2022;125593;10;500006;Rio de Janeiro
05/07/2022;125594;4;500002;Belo Horizonte
05/07/2022;125595;8;500001;Belo Horizonte
05/07/2022;125596;10;500008;São Paulo
05/07/2022;125597;9;500010;Rio de Janeiro
05/07/2022;125598;7;500005;Belo Horizonte
05/07/2022;125599;6;500009;Belo Horizonte
05/07/2022;125600;2;500005;Porto Alegre
05/07/2022;125601;8;500003;São Paulo
05/07/2022;125602;1;500005;Belo Horizonte
05/07/2022;125603;7;500007;São Paulo
05/07/2022;125604;4;500005;São Paulo
05/07/2022;125605;6;500003;Porto Alegre
05/07/2022;125606;3;500003;São Paulo
05/07/2022;125607;6;500007;Porto Alegre
05/07/2022;125608;9;500007;Belo Horizonte
05/07/2022;125609;4;500005;Rio de Janeiro
05/07/2022;125610;5;500003;Rio de Janeiro
05/07/2022;125611;4;500003;São Paulo
05/07/2022;125612;1;500004;Rio de Janeiro
05/07/2022;125613;2;500009;Rio de Janeiro
05/07/2022;125614;8;500002;Belo Horizonte
05/07/2022;125615;1;500010;Porto Alegre
05/07/2022;125616;10;500010;São Paulo
05/07/2022;125617;8;500008;Rio de Janeiro
05/07/2022;125618;3;500006;Belo Horizonte
05/07/2022;125619;2;500002;São Paulo
05/07/2022;125620;2;500001;São Paulo
05/07/2022;125621;6;500001;São Paulo
05/07/2022;125622;3;500007;Belo Horizonte
05/07/2022;125623;3;500006;Belo Horizonte
05/07/2022;125624;9;500003;Porto Alegre
05/07/2022;125625;2;500003;São Paulo
05/07/2022;125626;8;500002;Belo Horizonte
05/07/2022;125627;8;500004;Rio de Janeiro
05/07/2022;125628;10;500010;São Paulo
05/07/2022;125629;3;500001;São Paulo
05/07/2022;125630;8;500002;Rio de Janeiro
05/07/2022;125631;5;500006;Belo Horizonte
05/07/2022;125632;3;500001;São Paulo
05/07/2022;125633;2;500008;Porto Alegre
05/07/2022;125634;10;500008;São Paulo
05/07/2022;125635;9;500010;Belo Horizonte
05/07/2022;125636;2;500007;Belo Horizonte
05/07/2022;125637;3;500008;Porto Alegre
05/07/2022;125638;1;500006;São Paulo
05/07/2022;125639;2;500008;Rio de Janeiro
05/07/2022;125640;4;500007;São Paulo
05/07/2022;125641;4;500001;São Paulo
05/07/2022;125642;10;500005;São Paulo
05/07/2022;125643;6;500005;Belo Horizonte
05/07/2022;125644;4;500008;Belo Horizonte
05/07/2022;125645;10;500007;Rio de Janeiro
05/07/2022;125646;8;500009;Rio de Janeiro
05/07/2022;125647;5;500003;Rio de Janeiro
05/07/2022;125648;4;500008;Rio de Janeiro
05/07/2022;125649;9;500003;Belo Horizonte
05/07/2022;125650;10;500009;São Paulo
05/07/2022;125651;5;500006;Belo Horizonte
05/07/2022;125652;5;500010;Belo Horizonte
06/07/2022;125653;8;500002;Belo Horizonte
06/07/2022;125654;5;500005;Rio de Janeiro
06/07/2022;125655;8;500010;Porto Alegre
06/07/2022;125656;7;500008;Rio de Janeiro
06/07/2022;125657;7;500004;Belo Horizonte
06/07/2022;125658;10;500004;Rio de Janeiro
06/07/2022;125659;9;500007;Porto Alegre
06/07/2022;125660;2;500005;Porto Alegre
06/07/2022;125661;4;500008;Porto Alegre
06/07/2022;125662;9;500004;Porto Alegre
06/07/2022;125663;3;500009;Belo Horizonte
06/07/2022;125664;3;500003;Rio de Janeiro
06/07/2022;125665;4;500010;São Paulo
06/07/2022;125666;9;500009;Belo Horizonte
06/07/2022;125667;1;500006;São Paulo
06/07/2022;125668;7;500008;Porto Alegre
06/07/2022;125669;3;500005;Rio de Janeiro
06/07/2022;125670;8;500008;Rio de Janeiro
06/07/2022;125671;8;500007;São Paulo
06/07/2022;125672;4;500002;Rio de Janeiro
06/07/2022;125673;3;500007;Rio de Janeiro
06/07/2022;125674;2;500008;Belo Horizonte
06/07/2022;125675;8;500001;São Paulo
06/07/2022;125676;1;500002;Belo Horizonte
06/07/2022;125677;9;500009;Belo Horizonte
06/07/2022;125678;8;500003;Belo Horizonte
06/07/2022;125679;5;500002;Rio de Janeiro
06/07/2022;125680;1;500001;Belo Horizonte
06/07/2022;125681;8;500007;Porto Alegre
06/07/2022;125682;9;500009;Rio de Janeiro
06/07/2022;125683;5;500007;Porto Alegre
06/07/2022;125684;8;500005;São Paulo
06/07/2022;125685;10;500007;São Paulo
06/07/2022;125686;7;500004;Rio de Janeiro
06/07/2022;125687;4;500006;São Paulo
06/07/2022;125688;4;500003;Porto Alegre
06/07/2022;125689;7;500002;Porto Alegre
06/07/2022;125690;7;500008;Rio de Janeiro
06/07/2022;125691;10;500003;Belo Horizonte
06/07/2022;125692;3;500009;Rio de Janeiro
06/07/2022;125693;9;500006;Porto Alegre
06/07/2022;125694;3;500003;São Paulo
06/07/2022;125695;4;500003;Rio de Janeiro
06/07/2022;125696;9;500006;São Paulo
06/07/2022;125697;6;500007;Rio de Janeiro
06/07/2022;125698;6;500006;São Paulo
06/07/2022;125699;1;500001;São Paulo
06/07/2022;125700;5;500006;Rio de Janeiro
06/07/2022;125701;8;500002;São Paulo
06/07/2022;125702;9;500006;São Paulo
06/07/2022;125703;9;500003;Belo Horizonte
06/07/2022;125704;3;500003;São Paulo
06/07/2022;125705;6;500009;São Paulo
06/07/2022;125706;10;500008;São Paulo
06/07/2022;125707;8;500007;Belo Horizonte
06/07/2022;125708;2;500010;Belo Horizonte
06/07/2022;125709;7;500001;São Paulo
06/07/2022;125710;9;500006;Rio de Janeiro
06/07/2022;125711;7;500010;São Paulo
06/07/2022;125712;10;500004;Porto Alegre
06/07/2022;125713;4;500006;Belo Horizonte
06/07/2022;125714;3;500005;São Paulo
06/07/2022;125715;3;500001;Rio de Janeiro
06/07/2022;125716;1;500005;Porto Alegre
06/07/2022;125717;5;500002;Belo Horizonte
06/07/2022;125718;6;500009;Belo Horizonte
06/07/2022;125719;9;500001;São Paulo
06/07/2022;125720;5;500002;Rio de Janeiro
06/07/2022;125721;8;500010;Belo Horizonte
06/07/2022;125722;8;500004;São Paulo
06/07/2022;125723;10;500006;São Paulo
06/07/2022;125724;1;500005;Porto Alegre
06/07/2022;125725;3;500001;Porto Alegre
06/07/2022;125726;1;500007;Porto Alegre
06/07/2022;125727;1;500009;Belo Horizonte
06/07/2022;125728;4;500006;São Paulo
06/07/2022;125729;10;500002;Belo Horizonte
06/07/2022;125730;8;500008;Belo Horizonte
06/07/2022;125731;7;500005;São Paulo
06/07/2022;125732;6;500007;Rio de Janeiro
06/07/2022;125733;2;500010;Rio de Janeiro
06/07/2022;125734;1;500008;Belo Horizonte
06/07/2022;125735;7;500004;Rio de Janeiro
06/07/2022;125736;6;500004;São Paulo
06/07/2022;125737;5;500007;Porto Alegre
06/07/2022;125738;1;500005;São Paulo
06/07/2022;125739;6;500006;São Paulo
06/07/2022;125740;4;500007;Porto Alegre
06/07/2022;125741;3;500001;Rio de Janeiro
06/07/2022;125742;10;500010;São Paulo
06/07/2022;125743;5;500002;Belo Horizonte
06/07/2022;125744;3;500001;Rio de Janeiro
06/07/2022;125745;6;500007;São Paulo
06/07/2022;125746;3;500002;Rio de Janeiro
06/07/2022;125747;1;500001;São Paulo
06/07/2022;125748;4;500009;Porto Alegre
06/07/2022;125749;6;500008;São Paulo
06/07/2022;125750;10;500007;Rio de Janeiro
06/07/2022;125751;6;500002;Porto Alegre
06/07/2022;125752;9;500008;Porto Alegre
06/07/2022;125753;4;500006;Rio de Janeiro
06/07/2022;125754;4;500005;Porto Alegre
06/07/2022;125755;1;500009;São Paulo
06/07/2022;125756;9;500009;São Paulo
06/07/2022;125757;4;500001;São Paulo
06/07/2022;125758;9;500010;Rio de Janeiro
06/07/2022;125759;2;500009;Porto Alegre
06/07/2022;125760;5;500006;Belo Horizonte
06/07/2022;125761;3;500001;Rio de Janeiro
06/07/2022;125762;5;500007;Belo Horizonte
06/07/2022;125763;5;500007;Rio de Janeiro
06/07/2022;125764;7;500001;Porto Alegre
06/07/2022;125765;3;500008;São Paulo
06/07/2022;125766;8;500004;Porto Alegre
06/07/2022;125767;3;500009;São Paulo
06/07/2022;125768;4;500005;Porto Alegre
06/07/2022;125769;4;500008;São Paulo
06/07/2022;125770;7;500006;Belo Horizonte
06/07/2022;125771;7;500003;Porto Alegre
06/07/2022;125772;5;500010;Porto Alegre
06/07/2022;125773;8;500001;São Paulo
06/07/2022;125774;5;500001;Rio de Janeiro
06/07/2022;125775;2;500004;Belo Horizonte
06/07/2022;125776;5;500003;Porto Alegre
06/07/2022;125777;1;500004;Porto Alegre
06/07/2022;125778;10;500001;Porto Alegre
06/07/2022;125779;3;500007;Porto Alegre
06/07/2022;125780;1;500003;Belo Horizonte
06/07/2022;125781;8;500005;Porto Alegre
06/07/2022;125782;3;500010;São Paulo
06/07/2022;125783;5;500006;Belo Horizonte
06/07/2022;125784;10;500005;Porto Alegre
06/07/2022;125785;9;500001;São Paulo
06/07/2022;125786;6;500005;Porto Alegre
06/07/2022;125787;6;500006;Belo Horizonte
06/07/2022;125788;7;500009;Rio de Janeiro
06/07/2022;125789;5;500006;São Paulo
06/07/2022;125790;10;500002;Porto Alegre
07/07/2022;125791;4;500002;São Paulo
07/07/2022;125792;10;500007;Belo Horizonte
07/07/2022;125793;4;500005;Rio de Janeiro
07/07/2022;125794;7;500009;Belo Horizonte
07/07/2022;125795;9;500003;Porto Alegre
07/07/2022;125796;5;500010;São Paulo
07/07/2022;125797;9;500004;Porto Alegre
07/07/2022;125798;7;500003;Rio de Janeiro
07/07/2022;125799;8;500009;Belo Horizonte
07/07/2022;125800;4;500004;Rio de Janeiro
07/07/2022;125801;7;500010;São Paulo
07/07/2022;125802;9;500008;São Paulo
07/07/2022;125803;6;500005;Rio de Janeiro
07/07/2022;125804;8;500004;Porto Alegre
07/07/2022;125805;7;500002;Porto Alegre
07/07/2022;125806;2;500003;Porto Alegre
07/07/2022;125807;9;500002;Rio de Janeiro
07/07/2022;125808;10;500004;Rio de Janeiro
07/07/2022;125809;2;500005;Belo Horizonte
07/07/2022;125810;9;500004;Porto Alegre
07/07/2022;125811;1;500004;Rio de Janeiro
07/07/2022;125812;4;500002;Porto Alegre
07/07/2022;125813;5;500001;Rio de Janeiro
07/07/2022;125814;5;500008;Porto Alegre
07/07/2022;125815;10;500002;Rio de Janeiro
07/07/2022;125816;1;500007;Porto Alegre
07/07/2022;125817;5;500007;Rio de Janeiro
07/07/2022;125818;9;500005;Belo Horizonte
07/07/2022;125819;4;500002;Porto Alegre
07/07/2022;125820;5;500002;Porto Alegre
07/07/2022;125821;10;500005;São Paulo
07/07/2022;125822;5;500001;Belo Horizonte
07/07/2022;125823;6;500008;Rio de Janeiro
07/07/2022;125824;4;500008;Rio de Janeiro
07/07/2022;125825;10;500004;Rio de Janeiro
07/07/2022;125826;6;500002;Belo Horizonte
07/07/2022;125827;3;500006;Porto Alegre
07/07/2022;125828;1;500006;São Paulo
07/07/2022;125829;3;500006;Rio de Janeiro
07/07/2022;125830;2;500002;Porto Alegre
07/07/2022;125831;6;500005;Porto Alegre
07/07/2022;125832;7;500005;Belo Horizonte
07/07/2022;125833;4;500007;Belo Horizonte
07/07/2022;125834;2;500010;Belo Horizonte
07/07/2022;125835;2;500002;Belo Horizonte
07/07/2022;125836;2;500007;Rio de Janeiro
07/07/2022;125837;4;500004;Belo Horizonte
